Config,FM ID,First Name,Second Name,Name,Permanent Club ID,Permanent Club Name,Based Club ID,Based Club Name,Loan Club ID,Loan Club Name,Date Of Birth,Nationality ID,Nationality Name,Second Nationality ID,Second Nationality Name,Third Nationality ID,Third Nationality Name,City Of Birth ID,City Of Birth Name,GK,DL,DC,DR,WBL,WBR,DM,MC,ML,MR,AML,AMC,AMR,SC,Current Ability,Potential Ability,Left Foot,Right Foot,NFE,Squad Number
"[{""a"":""Person"",""m"":""Person"",""k"":1431442,""r"":1431442},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5303791,""r"":1431442},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1186679,""r"":1431442},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1185704,""r"":1431442}]",2000350022,Ayoub,Grira,Ayoub Grira,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2008-06-06,1248894,Tunisia,,,,,,,,,8,20,,18,,,,12,,,8,,66,-65,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1431443,""r"":1431443},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5303792,""r"":1431443},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1186680,""r"":1431443},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1185705,""r"":1431443}]",2000350023,Ahmed,Ben Yahia,Ahmed Ben Yahia,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2008-01-25,1248894,Tunisia,,,,,,,,,10,20,,16,12,16,,14,,,,,65,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1431444,""r"":1431444},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5303793,""r"":1431444},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1186681,""r"":1431444},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1185706,""r"":1431444}]",2000350024,Ayoub,Hajjem,Ayoub Hajjem,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2007-02-07,1248894,Tunisia,,,,,,,,,,,,,,12,,,,20,,,67,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1431445,""r"":1431445},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5303794,""r"":1431445},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1186682,""r"":1431445},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1185707,""r"":1431445}]",2000350025,Koussay,Maacha,Koussay Maacha,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2007-05-21,1248894,Tunisia,,,,,50609,Radès,,,,,,,,,10,15,12,8,20,,88,-75,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1431446,""r"":1431446},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5303796,""r"":1431446},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1186683,""r"":1431446},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1185708,""r"":1431446}]",2000350026,Fedi,Kacem,Fedi Kacem,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,,,,,16,20,,,,,,,71,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1431447,""r"":1431447},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5303797,""r"":1431447},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1186684,""r"":1431447},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1185709,""r"":1431447}]",2000350027,Amenallah,Ouni,Amenallah Ouni,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,71,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453847,""r"":1453847},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375263,""r"":1453847},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204930,""r"":1453847},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207121,""r"":1453847}]",2000372366,Mohamed Nacer,Chefai,Mohamed Nacer Chefai,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2008-01-10,1248894,Tunisia,,,,,,,,,,,,,,15,,6,16,20,5,,65,-65,20,9,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453848,""r"":1453848},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375264,""r"":1453848},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204931,""r"":1453848},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207122,""r"":1453848}]",2000372367,Youssef,Belhaj,Youssef Belhaj,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,,,,,,,13,8,20,,10,10,64,-6,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453849,""r"":1453849},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375265,""r"":1453849},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204932,""r"":1453849},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207123,""r"":1453849}]",2000372368,Bayram,Hableni,Bayram Hableni,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2008-06-02,1248894,Tunisia,,,,,,,,,,,,,8,20,,,5,16,5,,64,-65,20,8,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453850,""r"":1453850},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375266,""r"":1453850},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204933,""r"":1453850},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207124,""r"":1453850}]",2000372369,Rayen,Habib,Rayen Habib,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,,,,,10,20,5,5,,12,,,63,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453851,""r"":1453851},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375267,""r"":1453851},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204934,""r"":1453851},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207125,""r"":1453851}]",2000372370,Adem,Guesmi,Adem Guesmi,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,,,,,20,16,,,,,,,64,-6,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453852,""r"":1453852},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375269,""r"":1453852},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204935,""r"":1453852},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207126,""r"":1453852}]",2000372371,Ahmed,Jlidi,Ahmed Jlidi,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,20,,,,,,,,,,,,,63,-6,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453853,""r"":1453853},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375270,""r"":1453853},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204936,""r"":1453853},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207127,""r"":1453853}]",2000372372,Mohamed Amine,Hedhli,Mohamed Amine Hedhli,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,59,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453854,""r"":1453854},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375271,""r"":1453854},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204937,""r"":1453854},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207128,""r"":1453854}]",2000372373,Anas,Zidi,Anas Zidi,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2008-04-25,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,62,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453855,""r"":1453855},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375272,""r"":1453855},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204938,""r"":1453855},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207129,""r"":1453855}]",2000372374,Khairi,Ben Othmane,Khairi Ben Othmane,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,60,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453926,""r"":1453926},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375545,""r"":1453926},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204993,""r"":1453926},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207184,""r"":1453926}]",2000372444,Mohamed,Aloui,Mohamed Aloui,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2004-07-17,1248894,Tunisia,,,,,,,,,,14,,16,,,,18,17,8,20,8,80,-6,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453927,""r"":1453927},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375546,""r"":1453927},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204994,""r"":1453927},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207185,""r"":1453927}]",2000372445,Amanallah,Frikhi,Amanallah Frikhi,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2004-02-12,1248894,Tunisia,,,,,,,,,,,,,10,20,,,,12,,,80,105,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453929,""r"":1453929},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375548,""r"":1453929},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204996,""r"":1453929},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207187,""r"":1453929}]",2000372447,Nousair,Chikhaoui,Nousair Chikhaoui,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,58,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453930,""r"":1453930},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375549,""r"":1453930},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204997,""r"":1453930},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207188,""r"":1453930}]",2000372448,Saleh,Garbouj,Saleh Garbouj,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,20,,,,,,,,,,,,,58,-55,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1453931,""r"":1453931},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5375550,""r"":1453931},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1204998,""r"":1453931},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207189,""r"":1453931}]",2000372449,Koussay,Smiri,Koussay Smiri,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2004-07-17,1248894,Tunisia,,,,,973290,Sbiba,,8,20,,,,,,,,,,,,85,105,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1460890,""r"":1460890},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5717596,""r"":1460890},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1210376,""r"":1460890},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1212567,""r"":1460890}]",2000379369,Firas,Mejri,Firas Mejri,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,,,,,17,20,,,,12,,,76,100,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1479865,""r"":1479865},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5525674,""r"":1479865},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1227666,""r"":1479865},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1229857,""r"":1479865}]",2000398253,Iyed,Abdessatar,Iyed Abdessatar,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,1248747,France,,,54542,Menzel Abderrahmane,,,,,,,,12,8,8,12,20,12,8,61,-65,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1480883,""r"":1480883},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5531069,""r"":1480883},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1228649,""r"":1480883},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1230840,""r"":1480883}]",2000399268,Mohamed Aziz,Koudhai,Mohamed Aziz Koudhai,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2004-08-07,1248894,Tunisia,,,,,,,,,20,5,,,5,,,,,,,,85,-6,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1508744,""r"":1508744},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5636741,""r"":1508744},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1922518,""r"":1508744},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1256919,""r"":1508744}]",2000426969,Vassili,Mestrallet,Vassili Mestrallet,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248845,Russia,,,,,,,,20,,,15,,,,10,,,,,,60,-55,20,3,,
"[{""a"":""Person"",""m"":""Person"",""k"":1519455,""r"":1519455},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5697320,""r"":1519455},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1932335,""r"":1519455},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1266736,""r"":1519455}]",12095873,Aboubacar,Diakité,Aboubacar Diakité,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,2006-12-31,1248800,Mali,,,,,,,,,,,,,,,,,,,,20,90,-7,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1525937,""r"":1525937},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5719095,""r"":1525937},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1938387,""r"":1525937},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1272787,""r"":1525937}]",2000444111,Hamza,Gharbi,Hamza Gharbi,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,,,,,8,20,,,,12,,,70,95,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1525939,""r"":1525939},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5719098,""r"":1525939},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1938389,""r"":1525939},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1272789,""r"":1525939}]",2000444113,Yassine,Mejri,Yassine Mejri,90899,Espérance Sportive de Tunis,90899,Espérance Sportive de Tunis,,,,1248894,Tunisia,,,,,,,,,,,,,,,,12,12,,20,,75,-55,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":398419,""r"":398419},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5436187,""r"":398419},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":237061,""r"":398419},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":237061,""r"":398419}]",12056006,Zied,Boughattas,Zied Boughattas,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1990-12-05,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,95,115,5,20,,15
"[{""a"":""Person"",""m"":""Person"",""k"":409310,""r"":409310},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5472762,""r"":409310},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":248673,""r"":409310},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":248673,""r"":409310}]",13193893,Chérif,Camara,Chérif Camara,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,2002-10-21,1248760,Guinea,,,,,,,1,,20,14,,,,,,,,,,,90,115,6,20,,4
"[{""a"":""Person"",""m"":""Person"",""k"":409904,""r"":409904},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5466201,""r"":409904},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":249243,""r"":409904},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":249243,""r"":409904}]",13198346,Mohamed Amine,Ben Amor,Mohamed Amine Ben Amor,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1992-05-03,1248894,Tunisia,,,,,39978,Sousse,,,,5,,,20,19,,,,,,,95,135,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":984062,""r"":984062},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5460051,""r"":984062},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":251588,""r"":984062},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":251588,""r"":984062}]",13219269,Fedi,Ben Choug,Fedi Ben Choug,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1995-03-12,1248894,Tunisia,1248747,France,,,38993,Paris,,,,,,,,12,12,12,17,20,18,10,105,115,20,7,,
"[{""a"":""Person"",""m"":""Person"",""k"":984508,""r"":984508},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5413336,""r"":984508},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":252034,""r"":984508},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":252034,""r"":984508}]",13223759,Malek,Baayou,Malek Baayou,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1999-04-29,1248894,Tunisia,,,,,39978,Sousse,,,8,10,,10,19,20,,,,,,,95,130,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":984853,""r"":984853},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5465200,""r"":984853},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":252379,""r"":984853},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":252379,""r"":984853}]",13227947,Nassim,Hnid,Nassim Hnid,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1997-03-12,1248894,Tunisia,,,,,48641,Zarzis,,,20,,,,,,,,,,,,110,125,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":984854,""r"":984854},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5521713,""r"":984854},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":252380,""r"":984854},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":252380,""r"":984854}]",13227948,Firas,Chaouat,Firas Chaouat,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1996-05-08,1248894,Tunisia,,,,,,,,,,,,,,,,,14,7,11,20,107,110,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":984951,""r"":984951},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":252477,""r"":984951},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":252477,""r"":984951},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":252477,""r"":984951}]",13229520,Yassine,Chamakhi,Yassine Chamakhi,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1995-02-27,1248894,Tunisia,,,,,,,,,,,,,,,12,10,20,10,17,17,105,115,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":984982,""r"":984982},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5465167,""r"":984982},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":252508,""r"":984982},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":252508,""r"":984982}]",13229902,Houssem,Dagdoug,Houssem Dagdoug,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1998-07-23,1248894,Tunisia,,,,,,,,20,18,,12,,,,,,,,,,105,115,20,6,,
"[{""a"":""Person"",""m"":""Person"",""k"":984983,""r"":984983},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":252509,""r"":984983},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":252509,""r"":984983},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":252509,""r"":984983}]",13229907,Houssem,Ben Ali,Houssem Ben Ali,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1996-06-10,1248894,Tunisia,,,,,39978,Sousse,,20,,,20,7,,,16,12,15,8,12,8,105,105,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1116242,""r"":1116242},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5527840,""r"":1116242},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":909632,""r"":1116242},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":909642,""r"":1116242}]",2000039769,Walid,Karoui,Walid Karoui,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1996-03-25,1248894,Tunisia,,,,,,,,,,,,,17,20,,,,10,,,107,120,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1120846,""r"":1120846},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5505630,""r"":1120846},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":913605,""r"":1120846},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":913616,""r"":1120846}]",2000044341,Cédric,Gbo,Cédric Gbo,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,2002-09-09,1248776,Ivory Coast,,,,,39809,Abidjan,,,,8,,,20,17,,,,,,,100,120,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1149568,""r"":1149568},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":938182,""r"":1149568},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":938180,""r"":1149568},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":938188,""r"":1149568}]",2000072677,Ghofrane,Naouali,Ghofrane Naouali,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,1999-06-15,1248894,Tunisia,,,,,,,,18,20,,15,,8,,,,,,,,100,115,20,6,,3
"[{""a"":""Person"",""m"":""Person"",""k"":1149574,""r"":1149574},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":938188,""r"":1149574},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":938186,""r"":1149574},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":938194,""r"":1149574}]",2000072683,Oussama,Abid,Oussama Abid,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,2002-08-10,1248894,Tunisia,,,,,,,,,,,,,16,20,11,12,10,18,11,7,110,130,9,20,,23
"[{""a"":""Person"",""m"":""Person"",""k"":1158609,""r"":1158609},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":945392,""r"":1158609},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":945390,""r"":1158609},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":945398,""r"":1158609}]",2000081300,Raki,Aouani,Raki Aouani,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,2004-09-11,1248894,Tunisia,,,,,,,,,,,,,,,12,13,18,15,20,16,108,130,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1162000,""r"":1162000},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5506944,""r"":1162000},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":948646,""r"":1162000},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":948654,""r"":1162000}]",2000084607,Mohamed,Kanté,Mohamed Kanté,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,2004-04-13,1248760,Guinea,,,,,,,,,,,,,,,,,14,,15,20,100,130,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1172603,""r"":1172603},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":958025,""r"":1172603},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":958022,""r"":1172603},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":958031,""r"":1172603}]",2000094954,Bilel,Jarrar,Bilel Jarrar,91897,Étoile Sportive du Sahel,91897,Étoile Sportive du Sahel,,,2005-04-04,1248894,Tunisia,,,,,,,,,,,,,17,20,,,,,,,75,-6,,,,
